"corpus","gaeilge2"
"subcorpus","-"
"h-ocht",11,0.32016
"chúib",11,0.32016
"Sindo",11,0.32016
"hAsóir",11,0.32016
"habermas",11,0.32016
"habrahám",11,0.32016
"Sings",11,0.32016
"Anracháin",11,0.32016
"haemaglóibin",11,0.32016
"haibhne",11,0.32016
"haimhirgín",11,0.32016
"úscra",11,0.32016
"Sionóid",11,0.32016
"Earls",11,0.32016
"úspaire",11,0.32016
"halbainise",11,0.32016
"hamstardam",10,0.29105
"Sixth",10,0.29105
"handalúise",10,0.29105
"Siúrtáin",10,0.29105
"Skellig",10,0.29105
"Compaq",10,0.29105
"Slam",10,0.29105
"harla",10,0.29105
"ngríofach",10,0.29105
"seir",10,0.29105
"Compton",10,0.29105
"heachann",10,0.29105
"heading",10,0.29105
"heamhna",10,0.29105
"Bonnbhaile",10,0.29105
"hearcail",10,0.29105
"hearradh",10,0.29105
"Sléibhín",10,0.29105
"selection",10,0.29105
"heirméineotaic",10,0.29105
"Smythe",10,0.29105
"heolgaiseach",10,0.29105
"heric",10,0.29105
"hi-fi",10,0.29105
"bhfíorasc",10,0.29105
"Boo",10,0.29105
"Conaonaigh",10,0.29105
"higher",10,0.29105
"bhithin",10,0.29105
"hindibhide",10,0.29105
"hinstinneach",10,0.29105
"hinseadh",10,0.29105
"seoltacht",10,0.29105
"hiopnóis",10,0.29105
"historic",10,0.29105
"hiudaí",10,0.29105
"Conchur",10,0.29105
"hoifigiul",10,0.29105
"Grandad",10,0.29105
"serbhísí",10,0.29105
"holaf",10,0.29105
"Granny",10,0.29105
"homes",10,0.29105
"hotha",10,0.29105
"Spectator",10,0.29105
"Speedwell",10,0.29105
"Grealish",10,0.29105
"huh",10,0.29105
"huinsionn",10,0.29105
"humbail",10,0.29105
"hurasa",10,0.29105
"Boots",10,0.29105
"huth",10,0.29105
"Conflict",10,0.29105
"Ambon",10,0.29105
"héadhmonn",10,0.29105
"héagóracha",10,0.29105
"héamann",10,0.29105
"Sprache",10,0.29105
"Grehan",10,0.29105
"héilips",10,0.29105
"Congar",10,0.29105
"Squad",10,0.29105
"hógaibh",10,0.29105
"Sratha",10,0.29105
"húm",10,0.29105
"Stage",10,0.29105
"iar-Thaoisigh",10,0.29105
"Stairn",10,0.29105
"Stamford",10,0.29105
"shaor",10,0.29105
"iarroidh",10,0.29105
"Ada",10,0.29105
"Thornhill",10,0.29105
"ice",10,0.29105
"Grumoli",10,0.29105
"idem",10,0.29105
"Borromeo",10,0.29105
"Bawn",10,0.29105
"Steps",10,0.29105
"ilathráide",10,0.29105
"Boru",10,0.29105
"imeochaidh",10,0.29105
"Stiopháin",10,0.29105
"Stipe",10,0.29105
"Stobie",10,0.29105
"Connors",10,0.29105
"bhreathnadóireacht",10,0.29105
"Store",10,0.29105
"in-atofa",10,0.29105
"Lisieux",10,0.29105
"inceach",10,0.29105
"Strategic",10,0.29105
"Conscience",10,0.29105
"Strawberry",10,0.29105
"infrastructúr",10,0.29105
"Constantine",10,0.29105
"Strongbó",10,0.29105
"Avila",10,0.29105
"Construction",10,0.29105
"inlíocht",10,0.29105
"inleog",10,0.29105
"inmheínacha",10,0.29105
"innealltóireachta",10,0.29105
"innéacsaigh",10,0.29105
"inrochtaine",10,0.29105
"Stóinse",10,0.29105
"inspector",10,0.29105
"insroichteacht",10,0.29105
"Suez",10,0.29105
"institiúd",10,0.29105
"Gweedore",10,0.29105
"invitation",10,0.29105
"GÍring",10,0.29105
"iolracht",10,0.29105
"Géibhinn",10,0.29105
"Swilly",10,0.29105
"ionchoisne",10,0.29105
"Symphony",10,0.29105
"ionduchtú",10,0.29105
"ionmhaine",10,0.29105
"Syójó",10,0.29105
"Ayatollah",10,0.29105
"Hagi",10,0.29105
"Corcara",10,0.29105
"Haicéid",10,0.29105
"islanders",10,0.29105
"isli",10,0.29105
"istuigh",10,0.29105
"Bowden",10,0.29105
"Síóig",10,0.29105
"Haig",10,0.29105
"jervas",10,0.29105
"Súiligh",10,0.29105
"Aylward",10,0.29105
"TC",10,0.29105
"Lluyd",10,0.29105
"Corduibh",10,0.29105
"Corduff",10,0.29105
"Loane",10,0.29105
"siamsóirí",10,0.29105
"lampróg",10,0.29105
"Taipei",10,0.29105
"Hamelin",10,0.29105
"laoidín",10,0.29105
"lapis",10,0.29105
"laraing",10,0.29105
"Tale",10,0.29105
"laughs",10,0.29105
"Hancock",10,0.29105
"leabh-ar",10,0.29105
"leabharliosta",10,0.29105
"leachtacht",10,0.29105
"Tap",10,0.29105
"leachtán",10,0.29105
"Brush",10,0.29105
"Tarngaireacht",10,0.29105
"nóthacht",10,0.29105
"B-Specials",10,0.29105
"Hanover",10,0.29105
"leargán",10,0.29105
"leas-cheannaire",10,0.29105
"leas-cheannasaí",10,0.29105
"Teenage",10,0.29105
"leathanna",10,0.29105
"leathbealaigh",10,0.29105
"Telenor",10,0.29105
"Tempest",10,0.29105
"leathtaobh",10,0.29105
"leiceadar",10,0.29105
"Terror",10,0.29105
"Cosaive",10,0.29105
"Texel",10,0.29105
"Thackery",10,0.29105
"Hartigan",10,0.29105
"Cosobhó",10,0.29105
"Hassan",10,0.29105
"lever",10,0.29105
"Therman",10,0.29105
"leámh",10,0.29105
"Costelloe",10,0.29105
"liacán",10,0.29105
"liagáin",10,0.29105
"lian",10,0.29105
"Brahms",10,0.29105
"licence",10,0.29105
"licet",10,0.29105
"Hawke",10,0.29105
"ling",10,0.29105
"Braidseá",10,0.29105
"lingus",10,0.29105
"Amis",10,0.29105
"Branagh",10,0.29105
"liáin",10,0.29105
"Heaphy",10,0.29105
"Tiarachta",10,0.29105
"Tibéadaigh",10,0.29105
"loinseach",10,0.29105
"Tigers",10,0.29105
"Tillman",10,0.29105
"longthóg",10,0.29105
"lonnach",10,0.29105
"Hebron",10,0.29105
"Hedge",10,0.29105
"Tiocfad",10,0.29105
"Hedges",10,0.29105
"luafad",10,0.29105
"Title",10,0.29105
"Together",10,0.29105
"Tolaid",10,0.29105
"láa",10,0.29105
"lámhaíocht",10,0.29105
"lámhchleasaí",10,0.29105
"Address",10,0.29105
"slaimice",10,0.29105
"láraigh",10,0.29105
"Touch",10,0.29105
"Bachelor",10,0.29105
"léasáin",10,0.29105
"léigean",10,0.29105
"Track",10,0.29105
"líochan",10,0.29105
"líomóg",10,0.29105
"líonach",10,0.29105
"líonr",10,0.29105
"Breagh",10,0.29105
"Heusaff",10,0.29105
"Travelling",10,0.29105
"lúchaireach",10,0.29105
"lúfaireacht",10,0.29105
"lúil",10,0.29105
"Amos",10,0.29105
"Criagáin",10,0.29105
"Highway",10,0.29105
"Crilly",10,0.29105
"Breatainne",10,0.29105
"maindilín",10,0.29105
"Tréis",10,0.29105
"Hinba",10,0.29105
"Tschertoc",10,0.29105
"Hindi",10,0.29105
"Tuathaláin",10,0.29105
"manager",10,0.29105
"luibhiteoirí",10,0.29105
"manga",10,0.29105
"manitoba",10,0.29105
"Tuircis",10,0.29105
"maoracht",10,0.29105
"maoímh",10,0.29105
"Hodgins",10,0.29105
"marbhsholas",10,0.29105
"marcmheáchan",10,0.29105
"marcra",10,0.29105
"Brechmanns",10,0.29105
"maritornes",10,0.29105
"Tutu",10,0.29105
"Croimghlinn",10,0.29105
"Tyaransen",10,0.29105
"mbainfead",10,0.29105
"mball-stát",10,0.29105
"mbancanna",10,0.29105
"mbascais",10,0.29105
"mbeid",10,0.29105
"Tímid",10,0.29105
"Tóisigh",10,0.29105
"Tón",10,0.29105
"mbothóg",10,0.29105
"Túirce",10,0.29105
"Honneur",10,0.29105
"Uabhair",10,0.29105
"Uaithnín",10,0.29105
"Uaitéir",10,0.29105
"Uasghrádú",10,0.29105
"Baibéil",10,0.29105
"Baibín",10,0.29105
"mealbhóg",10,0.29105
"Uilic",10,0.29105
"Horses",10,0.29105
"meastóireachtaí",10,0.29105
"Cruachain",10,0.29105
"measúnóireacht",10,0.29105
"meic",10,0.29105
"meetings",10,0.29105
"Umulumbe",10,0.29105
"meirdreachas",10,0.29105
"Unicorn",10,0.29105
"Howley",10,0.29105
"metal",10,0.29105
"metropolis",10,0.29105
"meánfach",10,0.29105
"Use",10,0.29105
"mhaidín",10,0.29105
"mhaintlín",10,0.29105
"V-uirlis",10,0.29105
"mhairfead",10,0.29105
"VO",10,0.29105
"Valbuena",10,0.29105
"mhathúin",10,0.29105
"Valéncia",10,0.29105
"mheicsiceach",10,0.29105
"socraid",10,0.29105
"Vansittart",10,0.29105
"mhionathr",10,0.29105
"mhiseoige",10,0.29105
"lánfheidhmi",10,0.29105
"mhodhnóir",10,0.29105
"mhothálacht",10,0.29105
"Venice",10,0.29105
"Verling",10,0.29105
"mhór-threoirlínte",10,0.29105
"Vesey",10,0.29105
"mhórscríbhneoir",10,0.29105
"Háidéas",10,0.29105
"Vicky",10,0.29105
"Háití",10,0.29105
"Hál",10,0.29105
"Hám",10,0.29105
"Vieira",10,0.29105
"Héilean",10,0.29105
"Viktor",10,0.29105
"Ville",10,0.29105
"milosovic",10,0.29105
"milsitheoirí",10,0.29105
"ministreachtaí",10,0.29105
"Viney",10,0.29105
"miodamas",10,0.29105
"Hósanna",10,0.29105
"mionathr",10,0.29105
"mionghort",10,0.29105
"Vittorio",10,0.29105
"Vive",10,0.29105
"Ancona",10,0.29105
"Vodka",10,0.29105
"Víocunta",10,0.29105
"monsignor",10,0.29105
"monument",10,0.29105
"mort",10,0.29105
"mosc",10,0.29105
"mos",10,0.29105
"Brigie",10,0.29105
"muicineach",10,0.29105
"Brilliant",10,0.29105
"muilleoireacht",10,0.29105
"Waterboys",10,0.29105
"Culkin",10,0.29105
"Igor",10,0.29105
"Ile",10,0.29105
"Andalúis",10,0.29105
"Weight",10,0.29105
"másea",10,0.29105
"Balanak",10,0.29105
"Wendler",10,0.29105
"Wessel",10,0.29105
"méirleach",10,0.29105
"border",10,0.29105
"Whelahan",10,0.29105
"míleataigh",10,0.29105
"mínleach",10,0.29105
"míocs",10,0.29105
"módúil",10,0.29105
"mórchóineas",10,0.29105
"mórfheachtas",10,0.29105
"mórstaidéar",10,0.29105
"Win",10,0.29105
"Inneósad",10,0.29105
"mótairs",10,0.29105
"Window",10,0.29105
"Windus",10,0.29105
"spiadóirí",10,0.29105
"Winters",10,0.29105
"mús",10,0.29105
"Wirth",10,0.29105
"Witherow",10,0.29105
"n-anmanna",10,0.29105
"Anderton",10,0.29105
"Custer",10,0.29105
"n-ian",10,0.29105
"n-indiacha",10,0.29105
"Woodrow",10,0.29105
"n-umbail",10,0.29105
"Cuán",10,0.29105
"Woolf",10,0.29105
"n-áitreamh",10,0.29105
"Cybernet",10,0.29105
"Interview",10,0.29105
"Worth",10,0.29105
"Inverness",10,0.29105
"Wray",10,0.29105
"naocha",10,0.29105
"Iolscoil",10,0.29105
"nauir",10,0.29105
"ndail",10,0.29105
"Ionnarba",10,0.29105
"Czira",10,0.29105
"Cád",10,0.29105
"ndlúthchomharaíocht",10,0.29105
"ndréachtóirí",10,0.29105
"Yesterday",10,0.29105
"ndéanfaidis",10,0.29105
"Ioslainnis",10,0.29105
"neamh-ianaíoch",10,0.29105
"Zealand",10,0.29105
"neamhréireachtaí",10,0.29105
"Brook",10,0.29105
"Zevon",10,0.29105
"Zhu",10,0.29105
"Céara",10,0.29105
"Zimbabwe",10,0.29105
"Zimmer",10,0.29105
"Céasaráia",10,0.29105
"neil",10,0.29105
"Brookner",10,0.29105
"nervous",10,0.29105
"ngaelcholáiste",10,0.29105
"ngaibhne",10,0.29105
"ngailíl",10,0.29105
"ngamhan",10,0.29105
"abh",10,0.29105
"ngealbhánach",10,0.29105
"Islandman",10,0.29105
"abortion",10,0.29105
"ngnóthacht",10,0.29105
"ngríobh",10,0.29105
"Istabraq",10,0.29105
"ngéar",10,0.29105
"nihil",10,0.29105
"nimeachtaí",10,0.29105
"Cíonn",10,0.29105
"achievement",10,0.29105
"nochtaí",10,0.29105
"Iáfat",10,0.29105
"noise",10,0.29105
"normál",10,0.29105
"teasairg",10,0.29105
"acting",10,0.29105
"actions",10,0.29105
"actual",10,0.29105
"adaigh",10,0.29105
"nualaidín",10,0.29105
"nuar",10,0.29105
"addition",10,0.29105
"Jacinta",10,0.29105
"Córan",10,0.29105
"náis",10,0.29105
"nín",10,0.29105
"adults",10,0.29105
"aedán",10,0.29105
"nólena",10,0.29105
"Cúláin",10,0.29105
"aerchuideachtaí",10,0.29105
"Janes",10,0.29105
"aeroiriúnaigh",10,0.29105
"obtained",10,0.29105
"ocastóir",10,0.29105
"affairs",10,0.29105
"Abigail",10,0.29105
"ochtódú",10,0.29105
"odd",10,0.29105
"offence",10,0.29105
"oibreán",10,0.29105
"oideolaíocht",10,0.29105
"aghoidh",10,0.29105
"agnóisí",10,0.29105
"oige",10,0.29105
"oileánra",10,0.29105
"aguis",10,0.29105
"oir",10,0.29105
"oireas",10,0.29105
"phianadóir",10,0.29105
"Jem",10,0.29105
"Jellett",10,0.29105
"Daewoo",10,0.29105
"Bréadún",10,0.29105
"ollannacha",10,0.29105
"aici-se",10,0.29105
"onto",10,0.29105
"optional",10,0.29105
"ordered",10,0.29105
"ail",10,0.29105
"oshin",10,0.29105
"ospideál",10,0.29105
"ailibí",10,0.29105
"overall",10,0.29105
"paasilinna",10,0.29105
"aimp",10,0.29105
"Dairies",10,0.29105
"painted",10,0.29105
"paiprice",10,0.29105
"aiméar",10,0.29105
"paisnéirí",10,0.29105
"par-laimint",10,0.29105
"stocanna",10,0.29105
"paratrúpaí",10,0.29105
"Buaicphointe",10,0.29105
"Jonathon",10,0.29105
"ainn-eoin",10,0.29105
"Buaidh",10,0.29105
"passive",10,0.29105
"patallóg",10,0.29105
"patriots",10,0.29105
"peictin",10,0.29105
"perspective",10,0.29105
"AL",10,0.29105
"pharáideanna",10,0.29105
"phasáid",10,0.29105
"Damned",10,0.29105
"phenomenon",10,0.29105
"philosopher",10,0.29105
"Bud",10,0.29105
"phlainéid",10,0.29105
"aiséirigh",10,0.29105
"phobalbhunaithe",10,0.29105
"phoblachtánacha",10,0.29105
"Danachair",10,0.29105
"Smiles",10,0.29105
"phrótacail",10,0.29105
"Angelus",10,0.29105
"Smithwicks",10,0.29105
"phíléar",10,0.29105
"phíolóiteach",10,0.29105
"alfraits",10,0.29105
"pianseirbhís",10,0.29105
"allar",10,0.29105
"pigín",10,0.29105
"heipeafáine",10,0.29105
"pin",10,0.29105
"altaigh",10,0.29105
"pionsúirín",10,0.29105
"Karaoke",10,0.29105
"pioslaí",10,0.29105
"placenames",10,0.29105
"Kai",10,0.29105
"plainín",10,0.29105
"amaidíocht",10,0.29105
"amharas",10,0.29105
"plot",10,0.29105
"plubarnaigh",10,0.29105
"plútóiniam",10,0.29105
"amhuise",10,0.29105
"pocadán",10,0.29105
"pointed",10,0.29105
"Above",10,0.29105
"polaimiailíteas",10,0.29105
"politicians",10,0.29105
"Bulldog",10,0.29105
"popchultúr",10,0.29105
"por",10,0.29105
"ana-",10,0.29105
"Admiral",10,0.29105
"anabaíocht",10,0.29105
"Ainifín",10,0.29105
"potholes",10,0.29105
"Datsun",10,0.29105
"preabadach",10,0.29105
"anc",10,0.29105
"prefer",10,0.29105
"Kerouac",10,0.29105
"anger",10,0.29105
"principle",10,0.29105
"animal",10,0.29105
"Keys",10,0.29105
"prominent",10,0.29105
"Khruschev",10,0.29105
"protect",10,0.29105
"province",10,0.29105
"análaitheoir",10,0.29105
"Deacon",10,0.29105
"Barber",10,0.29105
"anúraidh",10,0.29105
"punishment",10,0.29105
"aonaránacht",10,0.29105
"aonghin",10,0.29105
"suile",10,0.29105
"aontachtaíoch",10,0.29105
"páipear",10,0.29105
"aontachtaíocha",10,0.29105
"páirtíneach",10,0.29105
"pámháistir",10,0.29105
"Kimmage",10,0.29105
"Kind",10,0.29105
"Kinghan",10,0.29105
"apportioned",10,0.29105
"póigíní",10,0.29105
"Animals",10,0.29105
"Decker",10,0.29105
"Dedalus",10,0.29105
"rachairt",10,0.29105
"Bury",10,0.29105
"racún",10,0.29105
"argón",10,0.29105
"raicid",10,0.29105
"raide",10,0.29105
"raideolaí",10,0.29105
"raidiciúla",10,0.29105
"Kobe",10,0.29105
"ramsach",10,0.29105
"arrangement",10,0.29105
"rannaire",10,0.29105
"rannaireacht",10,0.29105
"Konstantin",10,0.29105
"rannpháirti",10,0.29105
"rannphíirteach",10,0.29105
"amhantraí",10,0.29105
"recognises",10,0.29105
"recorded",10,0.29105
"assistant",10,0.29105
"regarding",10,0.29105
"relative",10,0.29105
"reoiteora",10,0.29105
"Labharfad",10,0.29105
"resident",10,0.29105
"athdhaingni",10,0.29105
"revealed",10,0.29105
"Lachlan",10,0.29105
"athletic",10,0.29105
"rialachíin",10,0.29105
"Lacy",10,0.29105
"Ladbroke",10,0.29105
"atmosphere",10,0.29105
"atáimíd",10,0.29105
"rom",10,0.29105
"romhain",10,0.29105
"avoid",10,0.29105
"babhlálaí",10,0.29105
"rudan",10,0.29105
"ruined",10,0.29105
"Lament",10,0.29105
"Lamhna",10,0.29105
"Bánchnoic",10,0.29105
"bailbhe",10,0.29105
"Landweer",10,0.29105
"réaltbhraislí",10,0.29105
"réamaire",10,0.29105
"Dermott",10,0.29105
"réamhchláraithe",10,0.29105
"réamhchríostaí",10,0.29105
"bainistithe",10,0.29105
"Lannchaidh",10,0.29105
"baire",10,0.29105
"bais",10,0.29105
"réón",10,0.29105
"rídhamhna",10,0.29105
"balaclava",10,0.29105
"Lapitch",10,0.29105
"ballesteros",10,0.29105
"poisoning",10,0.29105
"Destiny",10,0.29105
"rúideog",10,0.29105
"Barúin",10,0.29105
"baoilleach",10,0.29105
"Lathurna",10,0.29105
"baramhail",10,0.29105
"Devenny",10,0.29105
"saidhbhreas",10,0.29105
"Bídh",10,0.29105
"saincheaptha",10,0.29105
"sainchreideamh",10,0.29105
"sainnt",10,0.29105
"samárach",10,0.29105
"Leachlain",10,0.29105
"sans",10,0.29105
"saobhnós",10,0.29105
"Leagha",10,0.29105
"saorfón",10,0.29105
"sasanaí",10,0.29105
"savonarola",10,0.29105
"scailtín",10,0.29105
"scannánóirí",10,0.29105
"Leavy",10,0.29105
"sceathrach",10,0.29105
"sceil",10,0.29105
"scholar",10,0.29105
"Legends",10,0.29105
"Spandau",10,0.29105
"sciolladóireachta",10,0.29105
"sciomair",10,0.29105
"Leighin",10,0.29105
"Data",10,0.29105
"sclátóirí",10,0.29105
"scoilteáin",10,0.29105
"C-D",10,0.29105
"potato",10,0.29105
"Dhonabháin",10,0.29105
"t-ostán",10,0.29105
"scrabha",10,0.29105
"bhain-",10,0.29105
"bhaintreabhach",10,0.29105
"scroblachóir",10,0.29105
"CDs",10,0.29105
"Leog",10,0.29105
"scríbh",10,0.29105
"Leonora",10,0.29105
"anarac",10,0.29105
"bhardacht",10,0.29105
"scríodh",10,0.29105
"t-éam",10,0.29105
"scáili",10,0.29105
"anasacha",10,0.29105
"scánnáin",10,0.29105
"scátálaí",10,0.29105
"bheirid",10,0.29105
"Lever",10,0.29105
"Level",10,0.29105
"bhfaighid",10,0.29105
"Dhíneoil",10,0.29105
"Leódhas",10,0.29105
"seachród",10,0.29105
"bhfaoilleach",10,0.29105
"premises",10,0.29105
"seacál",10,0.29105
"bhfeadaraís",10,0.29105
"preisbitéireach",10,0.29105
"seamsán",10,0.29105
"sean-Ghréagaigh",10,0.29105
"sean-Teach",10,0.29105
"sean-thigh",10,0.29105
"Cabe",10,0.29105
"Liddy",10,0.29105
"seanchusa",10,0.29105
"bhfiáin",10,0.29105
"Lifeachair",10,0.29105
"Battery",10,0.29105
"Cabúl",10,0.29105
"bhfuar",10,0.29105
"sector",10,0.29105
"Lilly",10,0.29105
"angst",10,0.29105
"bhfágfad",10,0.29105
"seileog",10,0.29105
"selected",10,0.29105
"seobhaineachas",10,0.29105
"seolaí",10,0.29105
"bhlocanna",10,0.29105
"Dickie",10,0.29105
"severe",10,0.29105
"bhoilgíneach",10,0.29105
"bhoscadóir",10,0.29105
"bhreágh",10,0.29105
"shiombalachas",10,0.29105
"Difford",10,0.29105
"bhréatha",10,0.29105
"profound",10,0.29105
"shlánaitheach",10,0.29105
"bhríogh",10,0.29105
"bhuachtaint",10,0.29105
"shoulders",10,0.29105
"bhucaeid",10,0.29105
"shruthlíni",10,0.29105
"shut",10,0.29105
"bhulóg",10,0.29105
"shásraí",10,0.29105
"shíceolaíocha",10,0.29105
"bhác",10,0.29105
"shóisireach",10,0.29105
"bhíobla",10,0.29105
"similar",10,0.29105
"simpeansaí",10,0.29105
"bhún",10,0.29105
"sionóibhiach",10,0.29105
"sioraí",10,0.29105
"siosarnaíl",10,0.29105
"Drisceolaigh",10,0.29105
"binid",10,0.29105
"slabar",10,0.29105
"sladaí",10,0.29105
"biorr",10,0.29105
"slibire",10,0.29105
"sliseoga",10,0.29105
"Longchamp",10,0.29105
"Longfellow",10,0.29105
"Congested",10,0.29105
"Longwell",10,0.29105
"slógh",10,0.29105
"Disraeli",10,0.29105
"smart",10,0.29105
"smigead",10,0.29105
"smiot",10,0.29105
"Distillery",10,0.29105
"Diver",10,0.29105
"Lorient",10,0.29105
"bláthadóir",10,0.29105
"Cairns",10,0.29105
"bléasar",10,0.29105
"blíp",10,0.29105
"snoí",10,0.29105
"Dlithe",10,0.29105
"snípéirí",10,0.29105
"so-",10,0.29105
"Dmitri",10,0.29105
"socaire",10,0.29105
"sochmaí",10,0.29105
"sochraideach",10,0.29105
"bogadaíl",10,0.29105
"soinc",10,0.29105
"soir-siar",10,0.29105
"Low",10,0.29105
"boilgearnach",10,0.29105
"sollán",10,0.29105
"Loyalist",10,0.29105
"solution",10,0.29105
"boiscíní",10,0.29105
"bold",10,0.29105
"soraidh",10,0.29105
"bolognese",10,0.29105
"spadal",10,0.29105
"spalpadh",10,0.29105
"Lucinda",10,0.29105
"spelling",10,0.29105
"bothar",10,0.29105
"Luftwaffe",10,0.29105
"bpairlimint",10,0.29105
"spreagthaí",10,0.29105
"bparáideanna",10,0.29105
"Doirinne",10,0.29105
"sprúille",10,0.29105
"sranntarnaigh",10,0.29105
"bprótón",10,0.29105
"srathóg",10,0.29105
"Dolls",10,0.29105
"sráidainmneacha",10,0.29105
"Luxemburg",10,0.29105
"staidear",10,0.29105
"bradóg",10,0.29105
"Domestic",10,0.29105
"Lyle",10,0.29105
"staitisticiúla",10,0.29105
"technologies",10,0.29105
"Láimic",10,0.29105
"stiúsaí",10,0.29105
"breallán",10,0.29105
"provisional",10,0.29105
"straight",10,0.29105
"Donaghy",10,0.29105
"Légion",10,0.29105
"Léinteacha",10,0.29105
"briathraibh",10,0.29105
"Léirsmaoineamh",10,0.29105
"Línsigh",10,0.29105
"stráitéiseach",10,0.29105
"Donnagáin",10,0.29105
"stánaigh",10,0.29105
"stáraidhe",10,0.29105
"stát-tionscanta",10,0.29105
"caibheár",10,0.29105
"suaill",10,0.29105
"suaiteacht",10,0.29105
"broscán",10,0.29105
"suffered",10,0.29105
"brugh",10,0.29105
"suiochan",10,0.29105
"Macadóin",10,0.29105
"bruíonachas",10,0.29105
"supporters",10,0.29105
"supreme",10,0.29105
"sustained",10,0.29105
"bréagfholt",10,0.29105
"píirt",10,0.29105
"Dor",10,0.29105
"séiléir",10,0.29105
"síad",10,0.29105
"Dorbha",10,0.29105
"Beaujolais",10,0.29105
"Camera",10,0.29105
"síoladóir",10,0.29105
"síorruidhe",10,0.29105
"approaching",10,0.29105
"thabhairt--",10,0.29105
"t-ainmni",10,0.29105
"t-arabach",10,0.29105
"buirgléireacht",10,0.29105
"buiséadachta",10,0.29105
"t-iarÚdarás",10,0.29105
"bump",10,0.29105
"Maiden",10,0.29105
"Campbeltown",10,0.29105
"t-éilips",10,0.29105
"tacas",10,0.29105
"Mailer",10,0.29105
"tagarthaí",10,0.29105
"taifeadtha",10,0.29105
"tainc",10,0.29105
"Dramhuisce",10,0.29105
"Drapier",10,0.29105
"Maití",10,0.29105
"tana",10,0.29105
"tancard",10,0.29105
"tarpól",10,0.29105
"béasaíocht",10,0.29105
"tarrthail",10,0.29105
"tathr",10,0.29105
"teach-",10,0.29105
"teallaire",10,0.29105
"Manchuin",10,0.29105
"teannóg",10,0.29105
"teanntán",10,0.29105
"teasaíocht",10,0.29105
"cabhraitheach",10,0.29105
"Drugs",10,0.29105
"caidhséar",10,0.29105
"tenants",10,0.29105
"Cante",10,0.29105
"Duach",10,0.29105
"terra",10,0.29105
"caiféanna",10,0.29105
"Maoileachlainn",10,0.29105
"caighdean",10,0.29105
"thaibhseamh",10,0.29105
"Duan",10,0.29105
"cainche",10,0.29105
"thathar",10,0.29105
"Maolchoille",10,0.29105
"theastuigh",10,0.29105
"Maoldoraidh",10,0.29105
"Maolruanaidh",10,0.29105
"thriller",10,0.29105
"thréathra",10,0.29105
"mharbhuigh",10,0.29105
"thuigse",10,0.29105
"Ducato",10,0.29105
"tháirm",10,0.29105
"thánamair",10,0.29105
"théimís",10,0.29105
"thógfad",10,0.29105
"Dug",10,0.29105
"candaí",10,0.29105
"Caoindealbháin",10,0.29105
"candles",10,0.29105
"Begin",10,0.29105
"canstan",10,0.29105
"thánathas",10,0.29105
"Marines",10,0.29105
"tionscamh",10,0.29105
"caoiche",10,0.29105
"camchéachta",10,0.29105
"titicaca",10,0.29105
"tiugh",10,0.29105
"Marlowe",10,0.29105
"Cap",10,0.29105
"tobacco",10,0.29105
"tochailteoirí",10,0.29105
"tochaltán",10,0.29105
"caolsheans",10,0.29105
"campus",10,0.29105
"Marston",10,0.29105
"capistrano",10,0.29105
"camra",10,0.29105
"Marys",10,0.29105
"tomhsaire",10,0.29105
"careful",10,0.29105
"Massive",10,0.29105
"Mastercard",10,0.29105
"carógaí",10,0.29105
"tramp",10,0.29105
"Mauchline",10,0.29105
"tremendous",10,0.29105
"treor",10,0.29105
"cathán",10,0.29105
"Maximus",10,0.29105
"ccroidhe",10,0.29105
"truailleáin",10,0.29105
"Mayor",10,0.29105
"trádbhealaí",10,0.29105
"ceann-asna",10,0.29105
"ceannachán",10,0.29105
"tráthnona",10,0.29105
"McAlpine",10,0.29105
"Aonaithe",10,0.29105
"tréaslú",10,0.29105
"Durkin",10,0.29105
"ceannródaíocha",10,0.29105
"Beirbhe",10,0.29105
"tríur",10,0.29105
"Dustin",10,0.29105
"McClaren",10,0.29105
"McClean",10,0.29105
"tseisi",10,0.29105
"tsiosair",10,0.29105
"tsolair",10,0.29105
"tsíce",10,0.29105
"tuaifeal",10,0.29105
"tuambaí",10,0.29105
"Carlyle",10,0.29105
"McGarry",10,0.29105
"tufóg",10,0.29105
"Duigneáin",10,0.29105
"tuinnín",10,0.29105
"tuirnéara",10,0.29105
"tuis",10,0.29105
"tuisceanna",10,0.29105
"tul-laofa",10,0.29105
